ID,coffee_in_cafe,cost_beer,cost_coworking,cost_expat,cost_nomad,female_friendly,fragile_states_index,free_wifi_available,freedom_score,friendly_to_foreigners,internet_speed,latitude,leisure,lgbt_friendly,life_score,longitude,nightlife,nomadScore,nomad_score,peace_score,place,places_to_work,press_freedom_index,racism,safety,weed,City,Temperature (Celsius),Wind Speed (m/s),Latitude,Longitude,Description,Country,Rank_x,Visa-Free Access,GDP per capita (USD),  Dwellings without basic facilities,  Housing expenditure,  Rooms per person,  Household net adjusted disposable income,  Household net wealth,  Labour market insecurity,  Employment rate,  Long-term unemployment rate,  Personal earnings,  Quality of support network,  Educational attainment,  Student skills,  Years in education,  Air pollution,  Water quality,  Stakeholder engagement for developing regulations,  Voter turnout,  Life expectancy,  Self-reported health,  Feeling safe walking alone at night,  Homicide rate,  Employees working very long hours,  Time devoted to leisure and personal care,  Life satisfaction,MostDangerousCountriesForWomen_WomenPeaceAndSecurityIndex_Score_2023,MostDangerousCountriesForWomen_WomensDangerIndexWDI_TotalScore_2019,MostDangerousCountriesForWomen_WDIStreetSafety_2019,MostDangerousCountriesForWomen_WDIIntentionalHomicide_2019,MostDangerousCountriesForWomen_WDINonPartnerViolence_2019,MostDangerousCountriesForWomen_WDIIntimatePartnerViolence_2019,MostDangerousCountriesForWomen_WDILegalDiscrimination_2019,MostDangerousCountriesForWomen_WDIGlobalGenderGap_2019,MostDangerousCountriesForWomen_WDIGenderInequality_2019,MostDangerousCountriesForWomen_WDIAttitudesTowardViolence_2019,Rank_y,Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index,Year,GDP (in Trillions USD),GDP per Capita (in USD),Inflation Rate (%),Population (in Millions),Population Growth Rate (%),Urban Population (%),Life Expectancy (Years),Healthcare Expenditure per Capita (USD),Doctor-to-Patient Ratio,Literacy Rate (%),Education Expenditure as % of GDP,Internet Penetration (%),Smartphone Adoption (%),Energy Consumption (TWh),Renewable Energy Share (%),Military Expenditure (in Billion USD),Number of Active Military Personnel,CO2 Emissions (Million Metric Tons),Forest Coverage (%),Number of Airports,Road Network Length (in km),Public Transport Usage (%),Human Development Index (HDI),Gender Equality Index,Poverty Rate (%),Number of International Visitors (in Millions),Tourism Revenue (in Billion USD),Agricultural Land (%),Unemployment Rate (%),Labor Force Participation Rate (%),"Crime Rate (per 100,000)",Corruption Perception Index,Freedom of Press Index,Voting Participation Rate (%),GDP (current US$),GDP growth (annual %),GDP per capita (current US$),"Unemployment, total (% of total labor force) (modeled ILO estimate)","Population, total",Population growth (annual %),"Life expectancy at birth, total (years)","Mortality rate, infant (per 1,000 live births)"
427,4.37,4.37,343.07,2514,3159,1,32.4,0.6,0.6,0.8,0,57.149717,0.6,0.8,0.79,-2.094278,0.6,0.66,0.66,0.8,Aberdeen,0.4,21.7,1,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,1.6,1.6,320.1,2688,1957,0.4,80.2,0.6,0.2,1,5,10.41373,1,0.4,0.63,-75.5335769,0.8,0.66,0.66,0.4,Cartagena,0.4,44.11,0.4,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,0.67,0.67,178.86,824,727,0.4,70.7,0.6,0.2,0.6,5,15.8800584,0.6,0.6,0.63,108.3380469,0.6,0.66,0.66,0.6,Hoi An,0.4,74.27,0.4,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,4.37,4.37,342.44,2299,3130,1,32.4,0.6,0.6,0.8,0,52.240477,0.4,1,0.78,-0.902656,1,0.66,0.66,0.8,Northampton,0.8,21.7,1,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,4.57,4.57,483.9,2105,3307,1,18.8,0.6,1,1,0,62.244747,0.2,1,0.77,25.7472184,0.8,0.66,0.66,1,Jyvaskyla,0.8,8.59,0.8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,1.92,1.92,41.23,690,1536,0.6,,0.6,0.6,0.8,5,44.7721811,0.4,0.4,0.71,17.191,0.6,0.66,0.66,,Banja Luka,0.6,28.45,0,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,4.06,4.06,368.53,4876,2170,0.6,23.8,0.8,0.8,0.8,0,50.1040638,0.6,0.6,0.75,-123.1415976,0.6,0.66,0.66,1,Whistler,0.8,15.26,0.6,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,4.37,4.37,124.75,2868,3212,0.6,32.4,0.6,0.6,0.6,0,51.4542645,0.6,0.8,0.76,-0.9781303,0.8,0.66,0.66,0.8,Reading,0.4,21.7,1,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,0.55,0.55,73.82,816,770,0.2,79.6,0.2,0.2,0.6,5,13.0826802,0.4,0.2,0.57,80.2707184,0.6,0.66,0.66,0.4,Chennai,0.4,43.17,0.2,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,1.95,1.95,203.94,1206,2215,0.6,65.3,0.4,0.4,0.8,5,-20.2976,0.6,0.6,0.64,-40.2958,0.8,0.66,0.66,0.6,Vitoria,0.6,32.62,0.6,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,3.77,3.77,452.79,2913,2345,1,22.5,0.8,0.8,0.8,4,-34.9286212,0.8,1,0.83,138.5999594,0.8,0.66,0.66,1,Adelaide,0.8,17.84,0.8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,2.91,2.91,288.42,2187,4017,0,65.3,0.76,0.4,0.8,11,-22.9082998,1,0.95,0.59,-43.1970773,1,0.66,0.66,0.6,Rio de Janeiro,1,32.62,0.8,0.2,0,Rio de Janeiro,27.99,3.6,-22.9028,-43.2075,clear sky,Brazil,18th,171,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,624.28,96,49,44,82,30,76,78,25,91,30.2,7.9,19.5,29.5,22.6,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,4.37,4.37,342.44,2088,3082,1,32.4,0.6,0.6,0.6,0,52.406822,0.4,0.8,0.78,-1.519693,0.6,0.66,0.66,0.8,Coventry,0.6,21.7,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,6,6,325,2898,3760,1,34,0.8,0.6,0.8,36,61.2180556,0.6,0.6,0.8,-149.9002778,0.6,0.66,0.66,0.8,Anchorage,0.4,22.49,0.8,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,6,6,529,6496,5230,0.6,34,0.8,0.6,0.6,16,34.4281738,0.8,0.8,0.8,-119.7721072,0.8,0.66,0.66,0.8,Santa Barbara,0.4,22.49,0.6,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,3.66,3.66,307.25,1582,2863,0.6,48.4,0.56,0.6,0.6,8,-32.9522839,0.6,1,0.73,-60.7681979,0.6,0.66,0.66,0.8,Rosario,0.6,25.09,0.6,0.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,0.75,0.75,48.63,1560,776,0.4,74.9,0.6,0.2,0.8,8,-6.9148644,0.8,0.4,0.66,107.6082421,0.4,0.66,0.66,0.6,Bandung,0.4,41.72,0.4,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,0.75,0.75,91.28,749,714,0.6,74.9,0.6,0.2,0.6,5,-7.2642396,0.6,0.4,0.65,112.7455788,0.4,0.66,0.66,0.6,Surabaya,0.4,41.72,0.4,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,0.75,0.75,5.61,882,615,0.4,74.9,0.6,0.2,0.6,5,-7.9786395,0.6,0.4,0.62,112.5617424,0.6,0.66,0.66,0.6,Malang,0.6,41.72,0.4,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,4.84,4.84,305.39,2182,3482,0.6,34.5,0.6,0.6,0.4,12,45.8898747,0.6,0.6,0.75,6.088535,0.6,0.66,0.66,0.8,Annecy,0.4,23.83,0.6,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,4.57,4.57,217.78,1947,2916,0.6,43.1,0.6,0.6,0.8,13,44.053442,0.6,0.4,0.74,12.5046471,0.6,0.66,0.66,0.8,Rimini,0.6,28.93,0.6,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,1.45,1.45,178.86,1447,1019,0.6,70.7,0.6,0.2,0.8,3,16.0470774,0.6,0.4,0.71,108.1712139,0.4,0.66,0.66,0.6,Da Nang,0.8,74.27,0.6,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,4.74,4.74,420.41,2792,3379,0.6,32.4,0.8,0.6,0.6,0,51.8898394,0.6,0.6,0.77,-2.1525132,0.6,0.66,0.66,0.8,Cheltenham,0.4,21.7,0.6,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,3.5,3.5,457.5,5318,4102,0.2,34,0.8,0.6,0.6,47,42.5151532,0.6,0.6,0.76,-70.9426827,0.6,0.66,0.66,0.8,Salem,0.6,22.49,0.6,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,3.69,3.69,300.05,1748,2676,1,23.8,0.6,0.8,0.8,0,45.9635895,0.4,0.8,0.77,-66.6431151,0.4,0.66,0.66,1,Fredericton,0.8,15.26,1,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,6.62,6.62,92.52,1419,2099,0.6,35.1,0.2,0.6,0.2,10,-3.395386,0.6,0.4,0.7,36.6284568,0.2,0.66,0.66,0.8,Dorobo,0.2,28.67,0.4,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,2.03,2.03,261.07,984,1272,0.6,87.7,0.6,0.2,0.8,6,7.2943945,0.8,0.4,0.63,80.5906217,0.6,0.66,0.66,0.4,Kandy,0.6,44.96,0.4,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,2.19,2.19,177.71,1254,2412,0.6,65.3,0.6,0.4,0.8,7,-3.7318616,0.82,0.6,0.69,-38.5266704,1,0.66,0.66,0.6,Fortaleza,0.4,32.62,0.8,0.62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,2.46,2.46,106.63,1084,1620,0.4,83.6,0.4,0.6,1,6,14.7645042,1,0.4,0.61,-17.3660286,0.4,0.65,0.65,0.4,Dakar,0.4,27.99,0,0.64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,1.78,1.78,304.69,1117,1206,0.6,84.7,0.2,0.2,1,0,9.8349493,1,0.4,0.56,118.7383615,0.6,0.65,0.65,0.4,Palawan,0.2,44.66,0.4,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,5.38,5.38,436.86,1764,3207,0.73,64,0.4,0.8,0.56,6,34.7720133,0.8,0.6,0.7,32.4297369,0.8,0.65,0.65,0.6,Paphos,0.4,18.26,0.6,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,1.09,1.09,88.96,719,519,0.8,74.9,0.4,0.2,0.6,0,33.6333,0.6,0.4,0.65,114.6333,0.6,0.65,0.65,0.6,Zhoukou,0.4,80.96,0.4,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,4.19,4.19,323.62,1528,2399,0.6,43.2,0.6,0.6,0.8,5,-20.1629672,0.8,0.4,0.73,57.4268028,0.6,0.65,0.65,0.8,Port Louis,0.8,27.69,0.4,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,3.03,3.03,59.06,429,1344,0.4,79.6,0.6,0.2,0.6,11,21.2618911,0.8,0.4,0.61,81.5490329,0.2,0.65,0.65,0.4,Raipur,0.4,43.17,0.6,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,1.58,1.58,158.39,956,1555,0.6,61.2,0.6,0.6,0.8,9,41.3275459,0.4,0.6,0.64,19.8186982,0.8,0.65,0.65,0.6,Tirana,0.6,29.92,0,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,2.65,2.65,216.71,2302,4073,0.8,63.4,0.4,0.2,1,6,26.216667,0.8,0.8,0.7,50.583333,0.8,0.65,0.65,0.6,Manama,0.8,54.86,0,0.96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,2.43,2.43,94.93,879,1621,0.4,40.7,0,0.6,0.8,21,51.7592485,0.8,0.4,0.7,19.4559833,0.4,0.65,0.65,0.8,Lodz,0.4,23.89,0.4,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,2.29,2.29,152.45,1312,2273,0.44,77.3,0.6,0.2,0.8,8,41.00527,0.64,0.58,0.63,28.97696,1,0.65,0.65,0.4,Istanbul,0.8,50.76,0.8,0.4,1,Istanbul,13.21,4.63,41.0351,28.9833,broken clouds,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.665,521.83,72,18,26,84,41,90,60,41,70,37.4,13.2,25.8,37.6,30.7,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,1.82,1.82,300.16,1190,2028,0.4,70.4,0.4,0.2,0.4,23,19.294099,0.6,0.4,0.62,-99.701254,0.6,0.65,0.65,0.6,Toluca,0.4,49.33,0.6,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,5.91,5.91,481.47,1978,3156,0.6,55.9,0.4,0.4,0.8,0,35.5138298,0.6,0.6,0.74,24.0180367,1,0.65,0.65,0.8,Chania,0.4,30.35,0.4,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1.46,1.46,111.68,1106,1246,0.6,80.2,0,0.2,0.6,5,10.9915954,0.6,0.6,0.61,-74.9090454,0.8,0.65,0.65,0.4,Barranquilla,0.4,44.11,0.6,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,4.84,4.84,170.55,2115,3350,0.6,43.1,0.6,0.6,0.6,17,43.85881,0.6,0.4,0.74,10.3276737,0.6,0.65,0.65,0.8,Lucca,0.6,28.93,0.6,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,2.99,2.99,243.4,2288,3288,0.8,44.5,0.8,0.4,1,9,25.3575,0.4,0.2,0.74,55.390833,0.2,0.65,0.65,0.8,Sharjah,0.4,36.73,0.6,0.8,0,Sharjah,27.16,3.09,25.3573,55.4033,clear sky,United Arab Emirates,9th,185,,,,,,,,,,,,,,,,,,,,,,,,,,0.868,450.66,51,13,26,30,87,84,44,52,27,55.8,41.3,48.9,45.3,49.2,127.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,3.03,3.03,181.87,1164,1378,0.62,81,0.4,0.2,0.27,10,56.8389261,0.6,0.2,0.57,60.6057025,0.6,0.65,0.65,0.4,Yekaterinburg,0.8,49.03,0.4,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,1.52,1.52,152.45,985,1841,0.6,77.3,0.4,0.2,0.62,13,38.41885,0.6,0.2,0.66,27.12872,0.4,0.65,0.65,0.4,Izmir,0.4,50.76,0.4,0.56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,0.75,0.75,60.92,480,1151,0,73.9,0.4,0.2,0.8,15,53.6724806,0.4,0.2,0.66,23.8266926,0.4,0.65,0.65,0.6,Grodno,0.2,54.32,0,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,4.3,4.3,158.74,1836,3052,0.6,43.1,0.6,0.6,0.6,0,39.2253833,0.6,0.4,0.73,9.058338,0.6,0.65,0.65,0.8,Cagliari,0.6,28.93,0.6,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,6.65,6.65,327.92,4315,4307,1,22.8,1,0.8,0.8,0,64.133333,0.6,1,0.77,-21.933333,0.6,0.65,0.65,1,Reykjavik,0.4,15.3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,2.36,2.36,203.94,1721,2650,0.4,65.3,0.4,0.4,0.6,11,-23.4698525,0.6,0.6,0.64,-47.576717,0.6,0.65,0.65,0.6,Sorocaba,0.4,32.62,0.6,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,4.43,4.43,1476.15,2785,4401,0.6,74.2,0.4,0.2,0.8,15,33.9691409,0.8,0.4,0.7,-6.9273709,0.6,0.65,0.65,0.6,Rabat,0.64,42.64,0.4,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,4.21,4.21,453.14,1718,1586,0.2,72.2,0.4,0.2,0.4,6,26.3544482,0.4,0.2,0.58,49.7122909,0.2,0.65,0.65,0.6,Dammam,0.4,59.72,0.4,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,4.63,4.63,410.93,3629,3371,0.8,32.4,0.6,0.6,0.8,10,50.8184381,0.6,0.6,0.78,-1.1678311,0.6,0.65,0.65,0.8,Portsmouth,0.6,21.7,0.6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,2,2,250.52,1442,2782,0.4,74.2,0.4,0.2,1,5,33.5731104,0.8,0.4,0.66,-7.5898434,1,0.65,0.65,0.6,Casablanca,0.4,42.64,0.4,0.73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,1.75,1.75,142.52,988,1701,0.4,76.3,0.4,0.2,0.8,9,40.4092617,0.8,0.4,0.67,49.8670924,1,0.64,0.64,0.4,Baku,0.4,57.89,0,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,5.77,5.77,528.82,5804,4669,0.6,21.8,0.6,0.8,0.6,16,46.6844946,0.8,0.6,0.78,7.8228106,0.6,0.64,0.64,1,Interlaken,0.6,11.76,0.6,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,1.09,1.09,88.96,722,1912,0.8,74.9,0.6,0.2,0.8,6,32.0989607,0.8,0.6,0.69,118.4575618,0.8,0.64,0.64,0.6,Nanjing,0.6,80.96,0.4,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,1.22,1.22,98.89,773,1515,0.4,40.7,0.6,0.6,0.8,8,50.2648919,0.6,0.6,0.69,19.0237815,0.6,0.64,0.64,0.8,Katowice,0.6,23.89,0.4,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,1.36,1.36,34.88,569,942,0.2,75.5,0.2,0.4,0.6,15,49.9935,0.4,0.2,0.56,36.230383,0.6,0.64,0.64,0.4,Kharkiv,0.4,32.93,0.4,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,1.6,1.6,128.04,1493,1308,0.2,80.2,0.4,0.2,0.64,7,6.235925,0.8,0.4,0.53,-75.575137,0.8,0.64,0.64,0.4,Medellín,0.8,44.11,0.4,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,6.81,6.81,553.71,4120,5194,0.44,44.5,0.8,0.4,0.82,6,24.466667,1,0.2,0.76,54.366667,0.62,0.64,0.64,0.8,Abu Dhabi,0.82,36.73,0.6,0.82,0,Abu Dhabi,29.5,1.54,24.4667,54.3667,clear sky,United Arab Emirates,9th,185,,,,,,,,,,,,,,,,,,,,,,,,,,0.868,450.66,51,13,26,30,87,84,44,52,27,55.8,41.3,48.9,45.3,49.2,127.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,1.87,1.87,245.17,941,1266,0.6,70.4,0.4,0.2,0.6,5,19.3504358,0.6,0.2,0.63,-97.8975886,0.6,0.64,0.64,0.6,Puebla,0.4,49.33,0.6,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,2.58,2.58,132.87,962,1494,0.6,79.6,0.4,0.2,0.6,6,30.7333148,0.6,0.2,0.64,76.7794179,0.4,0.64,0.64,0.4,Chandigarh,0.4,43.17,0.2,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
